match_id, player_slot, account_id, hero_id, kills, deaths, assists, gold_per_min, xp_per_min, last_hits, denies, hero_damage, tower_damage, hero_healing, level, net_worth, item_0, item_1, item_2, item_3, item_4, item_5, backpack_0, backpack_1, backpack_2, team
8565511618,2,1281280955,39,3,7,7,294,448,76,5,20651,37,0,16,9692,36,41,127,77,63,259,4204,0,0,radiant
8565511618,3,1186992228,2,10,11,7,360,413,68,2,18067,237,0,15,11868,50,73,127,1,22,21,23,0,0,radiant
8565511618,4,1123084230,6,6,3,6,610,735,283,20,24176,1461,0,21,20109,63,147,596,263,36,52,0,5,0,radiant
8565511618,128,1156077080,14,2,6,17,272,462,8,2,8229,484,125,16,8966,232,0,226,0,214,0,0,0,0,dire
8565511618,129,815011429,59,17,4,9,696,937,230,16,33775,9583,0,23,22944,29,1,116,156,151,154,0,0,0,dire
8565511618,130,1625446310,70,11,4,8,728,945,369,29,20051,4096,0,23,23999,50,208,1,145,0,108,0,0,0,dire
8565511618,131,1508243363,129,3,3,15,493,636,182,10,18706,2510,0,19,16252,1802,50,178,1,168,73,0,0,0,dire
8565511618,132,1071441715,50,3,6,22,310,471,41,6,10851,1155,7710,16,10219,180,79,37,102,36,0,0,0,0,dire
8565511615,0,302334559,7,3,11,29,381,757,89,2,27048,0,0,25,17430,1,100,110,180,0,40,0,0,0,radiant
8565511615,1,245444608,3,4,12,27,343,643,47,8,24300,202,0,23,15692,36,180,176,218,77,108,0,0,0,radiant
8565511615,2,427787932,67,21,7,13,632,899,236,8,44696,3989,0,26,28914,147,225,21,250,598,63,23,0,22,radiant
8565511615,3,1165438463,77,8,12,22,519,755,217,1,23475,9437,0,25,23744,112,108,635,29,16,116,0,0,0,radiant
8565511615,4,1035178765,22,12,9,18,588,921,322,3,49684,0,0,26,26901,232,610,1107,180,108,259,4206,4205,41,radiant
8565511615,128,100412428,6,12,7,16,808,1026,485,24,42445,20202,0,27,36966,263,147,63,123,108,116,0,0,0,dire
8565511615,129,373731457,20,3,14,28,343,621,47,5,21081,1956,205,22,15692,254,34,108,57,43,214,0,0,0,dire
8565511615,130,101898859,101,21,10,10,693,1040,291,15,56630,1363,0,27,31704,1,108,123,277,235,48,0,39,37,dire
8565511615,131,396335480,19,5,9,27,390,571,60,2,17560,1380,0,22,17842,218,36,1,180,593,610,188,21,8,dire
8565511615,132,102524240,83,9,8,18,537,837,204,22,24967,7206,5219,25,24567,206,1,48,36,223,123,0,0,0,dire
8565511614,0,,35,19,12,9,538,872,206,12,41950,1061,0,27,27213,263,116,63,75,1808,108,25,0,0,radiant
8565511614,1,481228089,26,7,12,21,346,573,55,0,37079,177,381,23,17501,43,214,235,1,108,37,0,0,0,radiant
8565511614,2,,8,7,16,12,386,661,153,2,27727,488,3599,24,19525,170,1125,108,1,143,50,144,3,11,radiant
8565511614,3,60117387,50,1,13,21,318,700,115,0,9879,537,18991,25,16085,269,43,256,231,254,1802,0,0,0,radiant
8565511614,4,,60,15,10,10,591,939,316,6,36977,1666,0,27,29894,50,116,208,939,168,108,0,0,0,radiant
8565511614,128,,70,31,6,22,784,1406,294,18,73423,19467,0,30,39657,145,26,50,603,116,208,0,1804,0,dire
8565511614,129,,121,7,10,40,435,600,48,1,31686,1349,1013,23,22003,218,214,1,232,235,108,0,0,0,dire
8565511614,130,60515428,64,4,13,29,460,773,125,1,24838,4653,400,26,23268,100,226,108,180,256,0,0,0,0,dire
8565511614,131,1528050576,36,15,13,19,606,951,260,3,63379,2304,6510,27,30653,108,119,48,77,116,137,0,0,0,dire
8565511614,132,,4,6,8,10,465,798,211,0,16331,3336,0,26,23521,0,50,154,158,108,143,0,0,0,dire
8565511609,0,1242853132,49,5,8,10,703,1047,413,39,19715,18169,0,27,29631,63,135,116,158,1,598,0,0,0,radiant
8565511609,1,916220588,18,7,10,5,543,815,306,5,19209,2879,0,24,22887,172,141,1,939,63,116,0,0,0,radiant
8565511609,2,242839526,48,13,4,13,700,1038,324,5,26636,9941,400,27,29505,172,263,75,63,135,116,4204,0,0,radiant
8565511609,3,466235866,14,6,13,18,366,740,31,1,16872,1094,0,23,15426,214,90,36,232,188,1,0,0,0,radiant
8565511609,4,1208497659,30,11,14,25,486,795,56,2,33756,859,8337,24,20484,0,108,232,180,0,152,0,0,0,radiant
8565511609,128,109162839,35,15,3,16,656,796,354,20,52169,5572,0,24,27650,156,263,63,141,139,116,0,0,0,dire
8565511609,129,18831322,84,7,12,26,455,618,92,3,18557,730,500,22,19178,229,90,65,232,79,180,36,188,40,dire
8565511609,130,93829606,40,10,11,24,475,574,152,7,31436,670,924,21,20021,102,267,273,36,48,20,0,0,0,dire
8565511609,131,67701291,26,5,10,23,287,569,29,1,16710,750,125,21,12097,1,232,36,931,218,0,0,0,0,dire
8565511609,132,1076070613,1,8,7,9,510,922,272,18,19939,1065,0,26,21496,145,143,116,147,63,75,34,0,0,dire
8565511608,0,129878380,85,16,7,16,544,726,109,2,26311,3809,1155,21,18967,63,108,92,127,53,125,0,36,0,radiant
8565511608,1,311068148,99,6,7,31,500,689,92,2,32259,4478,0,21,17433,63,114,0,242,32,36,0,0,0,radiant
8565511608,2,390115941,35,15,7,18,547,678,105,6,27724,5990,0,21,19072,63,152,166,4205,141,172,248,40,0,radiant
8565511608,3,157777975,14,9,7,26,413,574,36,2,29253,772,195,19,14399,31,242,127,36,0,180,0,0,0,radiant
8565511608,4,258353905,8,8,8,17,506,568,164,5,20987,8767,8862,19,17642,147,36,52,32,63,145,0,0,0,radiant
8565511608,128,926245841,10,3,2,20,585,848,316,20,29963,551,4012,23,20397,81,75,147,135,263,63,0,0,0,dire
8565511608,129,1451150170,2,10,14,18,497,647,131,15,37519,0,0,20,17328,73,36,116,127,1,50,11,21,22,dire
8565511608,130,1222368025,114,13,13,14,515,606,133,13,39617,0,0,19,17956,1575,174,252,108,52,50,0,0,0,dire
8565511608,131,1059806961,62,6,14,17,482,551,62,4,14625,0,0,18,16805,204,50,149,218,75,0,0,0,0,dire
8565511608,132,1143068792,88,4,11,20,327,558,26,0,17445,0,0,19,11401,43,180,203,20,20,34,0,0,0,dire
8565511606,0,154317495,87,5,13,17,300,488,48,5,14532,199,0,19,13070,188,36,180,218,254,1,0,0,0,radiant
8565511606,1,86587720,49,11,10,15,555,685,278,11,28499,677,0,23,24179,250,1,116,73,149,63,140,0,0,radiant
8565511606,2,366313564,105,5,18,18,344,472,97,1,26252,1385,216,19,14986,36,176,180,16,259,22,18,0,0,radiant
8565511606,3,46957559,18,7,9,7,594,912,380,3,19939,467,0,26,25878,172,1,63,141,108,116,0,0,0,radiant
8565511606,4,1623753899,22,9,8,14,546,935,236,13,44557,0,0,26,23787,176,180,41,0,259,108,0,0,0,radiant
8565511606,128,855191745,104,10,10,14,571,735,224,10,25682,5175,1121,24,24876,127,50,1,141,112,108,0,0,0,dire
8565511606,129,925405269,13,11,5,20,671,1233,338,6,32612,4365,0,28,29233,158,1,48,100,108,1806,0,0,0,dire
8565511606,130,199668039,86,3,11,36,421,762,85,2,25589,2598,0,24,18341,77,180,108,232,218,1,0,188,0,dire
8565511606,131,268566392,21,17,6,23,631,1017,214,14,31227,4051,0,27,27490,36,250,178,158,108,63,0,40,0,dire
8565511606,132,231709687,8,17,7,11,669,1091,298,9,44075,10929,6634,27,29146,50,1,143,147,158,40,0,0,0,dire
8565511604,0,241301871,34,10,4,15,692,1166,264,6,36069,1126,0,25,22593,1,41,176,108,202,273,4205,0,0,radiant
8565511604,1,1281058083,14,6,9,13,361,720,38,2,13699,679,0,20,11786,214,1,232,23,0,0,0,0,0,radiant
8565511604,2,361204961,1,15,1,7,742,988,282,11,17662,18897,0,24,24226,63,147,208,75,139,145,0,0,0,radiant
8565511604,3,447098709,71,13,4,22,496,735,71,11,24553,2643,0,21,16194,73,154,50,152,38,73,190,11,0,radiant
8565511604,4,120713924,68,6,12,18,364,601,33,3,12899,1047,0,19,11884,77,22,180,108,534,38,0,0,0,radiant
8565511604,128,1243923275,11,5,9,4,478,677,211,16,23429,910,0,20,15606,1,277,0,23,48,21,22,41,0,dire
8565511604,129,487365806,28,13,8,5,470,744,119,13,22195,0,0,21,15345,63,1,116,1122,252,0,0,0,0,dire
8565511604,130,1011984496,3,1,8,10,189,385,18,4,8115,0,0,15,6170,232,244,31,0,180,44,0,0,0,dire
8565511604,131,1450375222,84,3,9,7,300,415,75,3,15303,175,0,15,9795,0,73,65,125,162,63,0,0,0,dire
8565511604,132,172425304,67,7,16,11,361,467,88,7,13092,0,0,16,11786,36,147,98,63,11,0,0,0,0,dire
8565511519,0,86909046,136,5,10,18,322,476,55,7,9579,520,282,20,14645,50,116,229,11,36,0,0,0,0,radiant
8565511519,1,1022018141,8,21,3,6,896,1521,555,12,52130,13479,4988,30,40753,63,603,208,145,139,147,0,0,0,radiant
8565511519,2,425558593,104,2,8,12,440,502,231,10,13282,2944,600,20,20012,127,36,1,108,50,112,0,4204,0,radiant
8565511519,3,1478776083,40,6,11,24,418,524,104,2,24349,1727,3860,21,19012,40,81,108,180,254,267,43,11,36,radiant
8565511519,4,1230923499,7,5,12,10,486,608,255,11,16221,1439,0,22,22104,1,116,11,277,48,41,0,0,0,radiant
8565511519,128,1271929807,87,2,8,26,279,407,62,4,14282,193,0,18,12689,180,102,232,43,256,21,0,0,0,dire
8565511519,129,1349600519,129,7,9,26,431,472,178,8,24037,396,1315,20,19603,50,116,90,1,81,73,69,0,0,dire
8565511519,130,1278611578,10,12,7,13,543,787,307,6,24869,6178,0,25,24697,63,154,135,141,26,123,0,0,0,dire
8565511519,131,77080218,53,18,6,13,772,898,443,25,43993,3841,0,26,35113,108,263,123,141,158,135,0,63,0,dire
8565511519,132,157019778,35,5,9,20,317,333,112,3,24083,393,0,16,14418,108,485,37,63,36,1107,40,0,0,dire
8565511518,0,336879587,7,5,6,19,538,630,332,10,32706,0,0,21,22049,77,1,36,48,277,116,0,4204,0,radiant
8565511518,1,961065654,30,16,7,12,518,732,108,7,33183,0,2949,23,21229,1802,1,116,36,180,108,0,38,0,radiant
8565511518,2,188269932,10,5,7,6,609,969,404,10,19979,11787,608,26,24958,139,147,156,236,63,116,0,0,0,radiant
8565511518,3,201888940,51,5,11,15,434,550,124,2,23013,0,0,20,17786,214,127,267,108,43,65,1123,0,0,radiant
8565511518,4,1533418565,86,4,16,6,428,557,172,2,14782,948,37,20,17540,108,1,41,65,180,37,0,0,0,radiant
8565511518,128,1041355250,42,3,3,15,648,875,297,21,22335,21703,0,25,26557,112,1,50,151,250,168,0,0,0,dire
8565511518,129,841908580,52,25,12,14,736,985,281,6,54373,310,0,26,30163,180,1,119,116,273,110,0,0,0,dire
8565511518,130,213637827,93,8,8,11,584,810,270,0,25536,8699,0,24,23934,116,117,174,108,135,598,63,0,0,dire
8565511518,131,151379616,89,5,8,18,463,734,105,6,6049,1470,0,23,18975,229,96,214,1,36,1575,0,0,0,dire
8565511518,132,135114855,33,6,5,17,522,606,117,3,21681,4562,5756,21,21393,81,65,254,116,1,214,218,0,0,dire
8565511517,0,304832120,30,15,10,9,516,837,91,1,39191,0,458,25,22549,214,244,235,108,30,152,0,0,0,radiant
8565511517,1,182377339,80,1,11,11,437,634,260,7,7881,34,0,22,19096,16,21,16,16,16,240,22,23,0,radiant
8565511517,2,1280997151,34,3,11,8,538,936,332,3,24286,1971,0,26,23510,223,176,116,108,1,41,0,0,0,radiant
8565511517,3,1643083426,88,10,18,14,371,679,38,1,28444,0,0,23,16212,180,1802,42,1107,204,0,0,0,0,radiant
8565511517,4,1926461098,1,8,13,7,522,886,298,5,23156,672,0,26,22811,160,0,145,143,63,147,0,0,0,radiant
8565511517,128,113270288,101,9,9,16,403,755,85,1,21615,1603,0,24,17611,206,254,180,108,259,0,0,0,0,dire
8565511517,129,258431828,27,1,14,20,414,536,140,3,14244,8363,0,20,18091,180,1,77,42,232,108,40,0,0,dire
8565511517,130,1029245068,104,19,7,11,703,972,292,6,28400,8414,1320,26,30721,156,50,116,1,127,112,0,0,0,dire
8565511517,131,300709060,59,13,5,8,514,967,132,9,31825,4656,0,26,22461,151,112,0,152,154,63,0,0,73,dire
8565511517,132,421035625,56,19,5,10,626,1075,178,18,46798,4034,0,27,27356,63,250,54,96,168,141,40,0,0,dire
8565511516,0,69889063,1,12,2,9,783,1038,367,47,13473,11732,0,26,29205,208,147,139,145,0,117,256,0,63,radiant
8565511516,1,1593329,35,13,6,16,569,662,213,6,24869,5959,0,21,21223,158,1,52,172,63,247,0,0,0,radiant
8565511516,2,55892078,2,17,8,21,578,918,143,10,29950,489,320,24,21559,36,127,48,267,1,1107,0,188,216,radiant
8565511516,3,918652430,75,8,12,27,389,664,51,3,16822,1198,0,21,14509,102,180,100,0,108,36,0,0,0,radiant
8565511516,4,59242830,30,11,9,30,446,636,38,3,22597,364,5757,21,16635,100,254,180,36,108,30,0,188,43,radiant
8565511516,128,949863038,7,3,19,23,324,404,44,1,14145,0,0,16,12085,180,0,1,259,40,216,0,20,0,dire
8565511516,129,1019366446,129,9,12,10,445,576,131,3,24154,212,277,20,16598,116,168,127,50,1,178,0,0,0,dire
8565511516,130,456203748,94,6,9,6,423,544,215,0,9934,1411,0,19,15777,160,42,36,63,73,147,11,0,0,dire
8565511516,131,145648558,70,13,12,6,492,644,160,2,21649,656,0,21,18351,116,135,244,1,50,143,0,0,0,dire
8565511516,132,1871594244,17,4,10,17,420,583,187,1,13631,46,0,20,15666,0,77,178,63,259,1806,0,0,0,dire
8565511515,0,204188807,86,7,7,16,449,625,92,13,12495,2638,0,20,16089,36,102,108,48,232,254,4205,4204,0,radiant
8565511515,1,172655243,70,6,5,5,692,924,394,0,11349,948,0,24,24796,50,108,156,1,145,117,181,1804,21,radiant
8565511515,2,124801509,16,14,2,9,650,894,234,6,19231,5099,0,24,23291,96,1,50,178,108,100,42,41,0,radiant
8565511515,3,134346826,45,8,7,25,574,810,158,7,40322,22321,2200,23,20568,204,180,123,178,34,232,218,188,0,radiant
8565511515,4,207305610,68,9,5,21,437,493,56,2,18605,623,0,18,15659,232,27,102,180,36,226,0,0,0,radiant
8565511515,128,303454531,27,4,10,11,271,349,43,0,12797,0,0,15,9710,1,34,40,218,232,180,0,0,0,dire
8565511515,129,125712392,26,9,9,4,418,638,125,2,15298,63,0,20,14978,50,252,1,36,149,108,41,244,0,dire
8565511515,130,1622361426,49,3,9,11,531,763,290,2,13769,108,0,22,19027,63,116,149,166,1,0,0,0,0,dire
8565511515,131,1053218049,8,2,5,5,564,724,339,3,9319,0,3434,21,20210,63,225,65,145,139,75,0,0,0,dire
8565511515,132,1614491596,88,5,12,11,277,422,31,0,16326,0,0,16,9925,180,40,202,42,36,0,0,0,0,dire
8565511514,0,1537073522,87,6,11,23,285,449,19,3,19813,0,0,18,11195,43,36,23,21,180,254,188,22,0,radiant
8565511514,1,1250052697,21,16,8,4,479,569,182,13,22272,474,0,20,18816,63,158,77,116,22,236,0,0,0,radiant
8565511514,2,1026088357,145,4,10,19,398,472,194,7,15215,274,0,18,15634,63,116,24,168,596,36,1575,0,0,radiant
8565511514,3,1069876624,129,4,8,22,374,660,145,9,16750,283,1347,21,14691,116,190,1,178,31,50,0,0,0,radiant
8565511514,4,175025041,64,5,9,9,375,459,157,1,19299,2843,0,18,14731,73,277,0,534,180,60,0,0,0,radiant
8565511514,128,200277519,86,2,10,21,356,552,77,4,20277,2617,125,20,13984,232,100,1,40,180,77,102,0,0,dire
8565511514,129,156257622,49,10,4,8,616,828,284,18,19904,13531,0,24,24198,1,116,63,250,9,108,0,0,0,dire
8565511514,130,126237429,54,5,4,20,679,754,348,39,18893,7694,1006,23,26673,50,137,8,154,135,108,162,207,0,dire
8565511514,131,1882758168,30,10,9,14,396,575,38,2,19107,728,230,20,15556,180,40,254,188,218,36,0,0,0,dire
8565511514,132,1114661267,26,19,8,9,545,878,128,12,32030,375,0,25,21409,108,21,1,939,214,141,0,0,0,dire
8565511510,0,116842822,23,21,4,21,859,1273,503,7,43743,5561,0,30,43837,116,114,226,137,48,141,0,0,0,radiant
8565511510,1,161263345,30,8,16,24,419,820,114,7,18680,889,7021,26,21382,254,37,0,232,108,180,0,0,0,radiant
8565511510,2,420645841,28,15,7,35,577,1027,218,13,32742,4212,0,28,29446,1,119,225,116,156,252,0,0,0,radiant
8565511510,3,831321276,64,13,6,19,702,1292,414,8,42892,8414,0,30,35825,116,263,1,152,48,1806,0,0,0,radiant
8565511510,4,852531141,41,7,8,18,571,967,360,1,25250,5486,0,28,29140,110,158,147,172,0,63,0,0,0,radiant
8565511510,128,136525989,105,6,11,14,423,592,231,4,40278,276,0,23,21587,180,176,43,100,158,0,0,0,0,dire
8565511510,129,152076082,75,12,14,16,440,587,127,3,39073,270,0,23,22454,267,0,1802,277,108,214,0,0,0,dire
8565511510,130,388630416,7,6,12,4,451,831,240,17,29316,0,0,26,23016,50,1,116,0,108,277,42,0,41,dire
8565511510,131,180082809,8,10,11,7,657,1086,480,6,36586,1115,1600,28,33528,208,145,0,63,147,139,0,0,0,dire
8565511510,132,234566109,14,6,17,12,467,797,225,7,31438,101,0,26,23832,48,1,473,116,31,137,40,0,0,dire
8565511509,0,1026252709,91,2,15,16,241,417,11,7,7891,35,9781,17,9483,214,114,21,43,188,40,17,0,0,radiant
8565511509,1,1201146967,136,12,9,6,484,697,211,11,26103,269,0,22,19045,116,141,143,73,50,26,0,0,0,radiant
8565511509,2,149901385,14,6,10,11,376,575,90,2,22484,0,0,20,14795,1,50,127,108,73,73,0,0,0,radiant
8565511509,3,838378404,69,5,12,11,441,524,147,9,11436,380,0,19,17353,116,0,119,50,0,1,0,0,0,radiant
8565511509,4,1083920275,97,7,13,7,423,570,177,3,16116,25,0,20,16645,41,63,108,116,73,1,0,0,0,radiant
8565511509,128,45770262,25,17,7,23,690,982,240,10,46213,11372,322,26,27151,156,166,116,180,168,232,41,77,0,dire
8565511509,129,81421040,44,7,6,13,537,705,245,8,17819,5503,0,22,21130,50,168,145,75,116,143,0,34,0,dire
8565511509,130,214537343,26,8,5,21,399,746,46,0,19043,1194,512,23,15700,1,176,1123,214,108,0,0,0,0,dire
8565511509,131,189218711,128,13,7,27,437,634,48,1,27479,2714,936,21,17195,36,43,102,206,254,180,1802,0,0,dire
8565511509,132,125386065,104,12,7,24,541,762,161,19,36700,10211,1032,23,21288,63,127,55,141,108,1,4204,0,0,dire
8565511507,0,310046989,11,13,9,10,779,1320,493,23,31398,6120,0,29,36002,116,110,48,41,277,1,42,0,0,radiant
8565511507,1,380197228,137,6,9,18,492,685,232,15,18759,953,0,24,22738,1,53,116,50,223,108,188,0,0,radiant
8565511507,2,1197324347,1,10,4,9,720,1068,498,14,21431,13810,0,28,33276,160,145,208,147,139,63,0,0,0,radiant
8565511507,3,75185375,105,7,8,11,478,724,163,1,30093,481,2825,24,22091,36,0,108,176,214,235,188,0,0,radiant
8565511507,4,253795108,40,7,6,23,439,788,98,5,36281,2484,1004,25,20289,267,254,102,231,100,40,4204,188,218,radiant
8565511507,128,105830869,70,10,6,11,640,1066,340,18,31271,1662,0,27,29578,108,116,50,1,145,135,26,0,0,dire
8565511507,129,236780697,101,5,11,9,296,465,102,1,13146,273,0,20,13680,1466,180,77,77,77,37,43,0,0,dire
8565511507,130,48682749,39,4,9,9,422,704,224,14,17958,0,0,24,19503,100,77,1802,218,29,123,4204,95,0,dire
8565511507,131,1562360034,74,10,8,11,625,810,321,14,29371,3011,0,25,28885,65,96,48,235,116,108,0,0,0,dire
8565511507,132,133617151,7,7,10,8,456,681,226,4,23196,302,0,24,21074,73,277,0,50,116,1,0,0,0,dire
8565511506,0,1170701996,90,4,12,12,344,478,100,3,9284,341,1045,19,14104,214,122,256,206,215,69,0,12,0,radiant
8565511506,1,1335314012,85,5,11,18,325,516,90,7,18879,880,0,19,13325,127,180,1,218,569,73,181,178,69,radiant
8565511506,2,837275879,4,8,16,10,424,633,199,2,26504,120,0,21,17384,44,36,50,145,158,0,0,0,0,radiant
8565511506,3,1890436311,74,18,7,8,416,662,88,2,38867,702,0,22,17056,77,108,1466,29,77,0,0,0,0,radiant
8565511506,4,1678579544,84,7,12,16,467,622,139,7,22680,1213,0,21,19147,208,180,0,125,73,154,0,0,0,radiant
8565511506,128,817338755,1,5,12,8,380,627,147,0,9503,1398,0,21,15580,63,145,143,135,0,0,0,0,0,dire
8565511506,129,1227333214,93,39,6,5,824,1587,169,1,78918,9530,0,30,33784,598,1097,48,0,143,160,0,38,0,dire
8565511506,130,1880949845,77,7,13,22,517,535,190,1,23682,9223,0,20,21197,63,939,116,34,112,0,0,0,0,dire
8565511506,131,178236201,30,6,10,25,370,695,37,1,21762,2040,4643,22,15170,98,254,42,108,180,0,16,0,0,dire
8565511506,132,1050903698,29,1,6,14,450,629,232,11,11566,1146,3226,21,18450,48,0,81,1,127,119,4205,0,0,dire
8565511414,0,396574036,30,9,7,30,453,920,61,2,26808,2051,12906,26,19395,4206,254,116,1,180,108,0,4205,0,radiant
8565511414,1,37858383,71,5,4,31,544,851,213,11,28269,2774,0,25,23292,114,137,50,73,277,252,0,0,0,radiant
8565511414,2,301327967,44,21,2,20,756,976,322,11,41407,6241,0,26,32369,225,145,208,116,63,168,0,0,0,radiant
8565511414,3,377332980,72,9,5,22,519,799,185,3,20873,6104,0,24,22221,180,40,108,133,141,267,36,0,0,radiant
8565511414,4,166348341,19,12,1,17,575,763,225,10,19537,9112,0,24,24619,1,50,911,939,112,116,188,0,0,radiant
8565511414,128,285447516,43,7,14,4,402,544,167,6,27649,216,125,20,17212,50,8,100,273,37,77,21,0,40,dire
8565511414,129,201628831,68,2,14,11,308,423,73,2,17710,223,0,18,13187,100,40,188,218,256,29,0,0,0,dire
8565511414,130,394584903,34,2,11,9,420,539,228,4,34950,0,516,20,17983,1,41,176,259,23,108,0,0,0,dire
8565511414,131,1582591919,137,6,14,4,354,427,199,20,22982,0,0,18,15157,108,259,41,244,116,50,0,0,0,dire
8565511414,132,181170642,12,2,6,6,492,751,344,7,12111,1499,0,24,21065,145,147,108,63,24,73,0,0,0,dire
8565511408,0,1304648165,19,4,11,5,348,459,124,5,16844,953,0,16,11176,1,180,102,36,100,43,0,0,0,radiant
8565511408,1,92658622,69,1,11,5,398,451,128,8,7241,0,0,16,12782,1,50,116,190,0,73,0,0,0,radiant
8565511408,2,369562440,11,4,6,9,485,600,204,6,13633,884,0,18,15576,75,26,263,147,0,63,36,0,0,radiant
8565511408,3,250427520,72,5,7,4,592,823,332,11,19848,0,0,22,19013,108,141,116,26,0,63,0,0,0,radiant
8565511408,4,170333044,26,4,12,6,254,390,51,7,6800,0,125,15,8157,36,42,13,214,244,232,31,0,0,radiant
8565511408,128,1020026600,40,9,5,28,554,790,148,4,31390,11163,956,21,17792,263,90,36,267,63,73,0,0,244,dire
8565511408,129,189845352,86,12,3,22,516,725,94,0,19995,2664,0,20,16572,1,180,218,100,254,232,36,0,0,dire
8565511408,130,1025670286,42,5,4,22,633,770,265,9,21092,12003,0,21,20329,50,36,1,143,137,112,11,0,0,dire
8565511408,131,837028881,75,10,3,20,462,563,60,4,12143,1201,125,18,14837,43,273,534,65,254,63,0,0,0,dire
8565511408,132,110445927,22,11,4,18,614,747,180,10,35615,1075,0,21,19719,1107,0,36,48,273,108,0,188,41,dire
8565511407,0,1472687286,64,32,5,13,886,1346,165,10,69491,13245,0,26,25856,77,123,263,277,48,1806,43,0,0,radiant
8565511407,1,1520888238,30,4,9,19,314,368,15,4,9200,932,2846,13,9163,43,23,254,1441,21,180,0,0,0,radiant
8565511407,2,879526328,31,1,10,21,316,444,27,2,6525,828,125,15,9221,216,36,1,214,21,40,0,0,0,radiant
8565511407,3,159046534,7,12,2,13,622,860,169,6,16068,2000,0,21,18152,235,178,180,36,277,1,11,0,0,radiant
8565511407,4,334634418,136,9,3,16,583,722,147,22,18027,10730,629,19,17013,50,116,41,36,108,149,0,0,0,radiant
8565511407,128,1037703157,63,11,9,5,461,816,96,2,20036,733,0,21,13453,34,166,267,0,116,0,0,0,0,dire
8565511407,129,1835162851,25,8,7,3,480,662,144,3,17698,1692,0,18,14008,166,116,40,41,485,48,0,0,0,dire
8565511407,130,181062938,71,4,20,12,262,498,19,3,7692,0,0,16,7646,569,244,50,42,127,36,0,188,0,dire
8565511407,131,154551308,6,3,11,6,395,405,158,14,9277,174,0,14,11527,63,170,263,36,596,1122,16,0,0,dire
8565511407,132,206121255,84,1,12,11,419,438,115,9,14052,0,0,15,12227,1,108,65,36,73,29,216,11,265,dire
8565511406,0,415567245,21,3,8,13,256,476,45,3,15535,0,0,18,10171,180,73,77,206,0,36,0,0,0,radiant
8565511406,1,294709815,107,8,8,15,445,544,215,1,30654,873,0,20,17681,63,267,116,127,73,259,4205,4204,0,radiant
8565511406,2,221541482,67,9,5,12,460,549,231,6,20027,0,0,20,18277,36,147,98,63,160,11,4204,0,0,radiant
8565511406,3,189802669,86,5,10,14,327,454,96,9,18592,480,0,18,12992,180,1,254,37,77,42,188,34,0,radiant
8565511406,4,493249574,47,5,11,9,574,771,325,6,28822,218,0,23,22806,41,190,226,48,692,108,0,0,0,radiant
8565511406,128,202765331,100,5,9,20,363,665,28,1,8434,134,0,22,14423,1,69,229,77,214,232,221,0,0,dire
8565511406,129,892705427,72,14,4,13,957,1190,544,13,41742,29832,0,27,38024,263,156,154,147,139,141,0,0,0,dire
8565511406,130,221385885,145,11,3,13,677,1093,336,6,25390,2889,0,27,26899,168,147,63,108,141,116,0,0,0,dire
8565511406,131,352123094,105,7,8,14,432,622,90,2,25094,1350,0,21,17164,180,65,232,77,34,235,0,0,0,dire
8565511406,132,198354404,97,4,7,12,474,611,216,9,12781,0,0,21,18833,36,232,1466,1,63,116,0,0,0,dire
8565511405,0,857122811,87,9,14,20,394,668,129,4,40447,39,0,23,17913,108,1125,279,4204,256,180,77,0,0,radiant
8565511405,1,360451348,93,8,10,17,499,686,252,8,27822,478,0,23,22687,598,249,63,4206,116,75,0,36,0,radiant
8565511405,2,186696935,101,15,13,21,542,947,253,9,46913,0,0,26,24642,96,277,108,0,100,214,0,0,0,radiant
8565511405,3,133545892,71,7,20,26,469,785,144,1,17190,0,0,25,21323,50,254,65,235,100,4204,0,0,0,radiant
8565511405,4,1255942720,88,19,11,15,500,969,130,1,38646,171,0,27,22733,180,36,277,1808,204,73,0,0,0,radiant
8565511405,128,1564624013,123,4,11,39,386,720,41,3,22812,1058,0,24,17550,180,206,254,1,100,36,0,0,0,dire
8565511405,129,294655937,69,17,15,26,581,863,133,2,45949,3519,0,26,26416,116,50,1,119,127,0,0,0,0,dire
8565511405,130,302130453,22,14,15,33,527,855,133,4,43896,1382,0,26,23960,41,180,100,108,102,123,0,0,0,dire
8565511405,131,132458890,8,20,10,23,659,1073,232,15,38601,20982,25061,27,29962,147,1,208,158,50,225,0,11,36,dire
8565511405,132,135540297,14,10,9,22,513,784,201,0,33531,1059,0,25,23324,214,137,692,473,127,108,0,4204,57,dire
8565511403,0,147068127,104,9,2,10,514,598,161,12,17224,7658,1692,19,16824,127,50,1,112,108,73,0,0,0,radiant
8565511403,1,1228175718,50,1,5,21,313,538,29,3,6039,255,17815,18,10245,180,36,265,232,102,79,0,0,0,radiant
8565511403,2,1245638167,1,11,1,6,726,829,288,4,14882,12616,0,22,23764,145,147,63,36,108,135,0,0,0,radiant
8565511403,3,990932397,26,3,8,15,349,531,27,1,10843,1417,192,17,11423,0,1,254,34,214,37,0,0,0,radiant
8565511403,4,1167537529,145,7,3,9,636,735,261,12,20146,6493,0,21,20818,596,168,147,108,149,50,11,36,0,radiant
8565511403,128,1241181096,123,6,5,5,341,424,116,3,12964,0,0,15,11162,0,0,36,176,180,0,0,0,0,dire
